100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,-62,-43,100,-41,-67,100,-32,100,100,-55,-61,100,100,100,100,100,100,-54,-69,-56,-32,100,-72,100,-66,100,-54,-72,100,-81,-54,100,-78,-66,100,-65,-67,-75,-72,-77,-75,-75,100,-43
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
100,100,100,-39,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-53,-30,100,100,-80,-49,100,-72,-62,100,-66,100,100,-75,-84,100,100,100,-69,-66,-82,-64,-66,-62,-35
