-58.51992981853977,-71.12329743359379,-80.15320993693263,-50.32684918510949,-76.64310406777804
-64.49423547902802,-76.43775308571496,-71.58351102260922,-50.805612337322174,-71.14347254163441
-70.62384807198248,-79.79097449995577,-59.95514141101022,-53.27393369904235,-62.42836289525328
-70.49816023160099,-77.37077004863815,-56.835468684222676,-54.3461934278233,-57.848597038441184
-64.37191448945383,-70.97750539179036,-62.28835085557579,-53.12168846922764,-59.376136231580844
-60.02254209070967,-67.57509364773705,-63.525762566128236,-51.97106086339092,-61.44791872137525
-61.561173648462706,-70.57677731339976,-56.59327311219293,-51.280900300029344,-61.163299282433805
-64.08770191647388,-75.35689606280033,-55.046152953611916,-48.51457925714966,-62.57968809024045
-63.82603529735987,-76.5510638936793,-66.07450054015601,-45.2033686375119,-65.94500718997679
-64.29072609360469,-75.1037766697841,-74.63823180943594,-47.4901275250518,-63.665772090784834
-66.22971544565863,-74.15401519738649,-66.60437145955885,-54.93571585149257,-55.059813997883836
-63.35958618937328,-73.0279476786167,-52.04306154526078,-58.20257064246916,-52.42010371707988
-56.745904592857634,-70.12683678724095,-49.00995495972148,-54.6360177125136,-61.43181807762104
-58.9877230430233,-67.47334176150117,-57.398716450667386,-54.163164874663565,-68.98139614323924
-72.24907690551045,-67.67243387036454,-64.14819559117119,-60.64712507206828,-63.36620751139904
-78.40909357560209,-69.83745253449402,-63.88829527203974,-62.33545547573307,-53.19790421367615
-66.1484227953967,-72.35301983255191,-61.16768743128506,-53.10240750126527,-52.396466285291794
-51.05948905065377,-75.87393341197264,-59.15066488936568,-46.407527216988484,-58.87722086784967
-51.82097251224951,-79.74247609968063,-56.742159699716424,-53.020812500760535,-61.75397454300082
-62.41045650767415,-79.46463779634394,-53.929751907019224,-62.15336373029752,-59.22178135974559
-65.40528156610262,-72.39622196296807,-53.020867002749284,-61.38557693214426,-56.912732543111034
-59.212953444749914,-63.085895979952625,-55.09908302857151,-58.062209872512426,-56.318345064658295
-55.69344658187758,-58.77766517899618,-58.586395014635706,-63.16625328667229,-55.14527740870599
-60.10369123061845,-61.266174810987415,-61.1642151520774,-69.8736153866404,-53.81965012127814
-66.76761984939853,-65.89554339333125,-61.61985283365519,-66.28447222768742,-53.749436199502014
-69.97877053633702,-67.2768905667017,-60.01210837749777,-57.13700688133667,-52.96844351985029
-70.15126818960339,-64.18666697177748,-57.06014010310089,-56.60485536869478,-49.543095302284264
-70.37263410189885,-59.55769504474,-53.76411227798744,-67.52277174455075,-46.41011232492205
-71.80935298759967,-57.032183621836765,-51.30039018707492,-79.86961922277524,-48.088264767286454
-73.17769850238845,-57.927347730615004,-50.67880378109608,-84.83734673582511,-54.522039274810865
-72.91343848147662,-60.99475918832489,-52.09326362948161,-82.13373282346257,-61.45373988681591
-70.8659671793657,-64.16055776483276,-54.6969803584757,-76.10347204125266,-65.42481342803119
-68.0985288817119,-66.13856193458633,-57.25900690441217,-70.39144862053806,-66.20339353245255
-65.72330868808614,-66.84097039377595,-59.02816559445562,-66.41654531787174,-65.37003619823834
-61.96712741131312,-68.87066897882188,-85.8372044183954,-57.98797292557477,-73.2095594817394
-66.00000000402827,-74.99999999933006,-75.99999999556292,-56.00000000481809,-68.99999999423625
-68.41876345842877,-80.30083230020617,-62.15786111844413,-53.24909707565168,-63.87183676315178
-64.99999999216992,-79.99999999710913,-59.00000000844507,-49.99999999541482,-64.00000000774699
-58.19348597641234,-74.71766488346964,-68.13345030480517,-48.34506293687818,-68.93451253343326
-56.00000000652429,-71.00000000483978,-73.99999998798086,-50.00000000429858,-70.99999999454458
-60.71450459128211,-72.74504951952649,-67.6915984533178,-52.40321131675774,-67.19374334348588
-64.99999999381471,-75.99999999503049,-61.00000001993454,-50.999999996534626,-64.00000000848321
-63.62667913677076,-75.67815733422826,-65.34772587249563,-47.23303292806604,-65.05146966793022
-61.00000000877015,-73.00000000321342,-71.99999997580811,-48.00000000854366,-63.999999986345706
-61.0976607825583,-72.06450013301605,-67.78022214683456,-53.55413125479453,-57.48676192596915
-59.99999998431687,-72.9999999942458,-57.000000020905375,-54.99999998923316,-54.00000001935379
-56.35794879940104,-72.91721139480231,-52.819132508182136,-49.95968018724243,-59.64627296002364
-58.00000002336377,-71.0000000069093,-56.999999987637935,-49.000000013613445,-65.9999999786938
-67.94154930494821,-69.11239172697388,-61.14841558643092,-57.380467217238724,-63.31962138703993
-74.99999996917366,-68.99999999329788,-61.000000005745655,-63.99999998142704,-56.00000001900469
-69.82962889519604,-71.1741804924578,-59.2291486462755,-60.19783099993774,-53.92946869414976
-60.00000003166602,-75.00000000613225,-57.999999996575006,-55.00000002460107,-56.9999999870149
-57.72913351460126,-78.04354184598718,-56.1732732657809,-58.18885451467495,-58.27587193152308
-61.999999976509784,-76.99999999127924,-53.000000002920935,-62.999999977453385,-56.00000000843515
-63.70619826379102,-71.37449839716034,-50.43061305331954,-60.30325305410845,-53.92224673758693
-61.000000014745666,-65.00000000612835,-50.99999999854292,-56.00000002116599,-53.99999999344629
-59.725351615024024,-62.096387983413926,-54.72455535380014,-59.19881058915634,-55.08318633013508
-62.999999993701465,-62.99999999944838,-59.00000000037587,-64.99999997971128,-56.00000000651125
-67.72387450802947,-65.04598235223544,-61.48518104875967,-63.48419714036708,-55.57328883971901
-70.00000000215095,-65.99999999758442,-61.99999999855588,-57.000000015364165,-51.99999999660509
